"gene","filtered_output2_260_WT_1_B2","filtered_output2_985_SOCS3_1_B2","filtered_output2_Tube1_SOCS3_2_B1","filtered_output2_Tube2_SOCS3_3_B1","filtered_output2_Tube3_WT_2_B1","filtered_output2_Tube4_WT_3_B1"
"ENSMUSG00000021684",97,108,47,87,64,69
"ENSMUSG00000021685",93,108,17,39,42,9
"ENSMUSG00000021686",139,244,49,188,128,65
"ENSMUSG00000021687",209,266,80,159,100,63
"ENSMUSG00000021690",0,0,0,0,0,0
"ENSMUSG00000021692",75,87,19,0,2,5
"ENSMUSG00000021693",96,75,16,5,16,5
"ENSMUSG00000021694",135,224,35,57,103,61
"ENSMUSG00000021696",140,319,82,76,80,85
"ENSMUSG00000021697",4,7,2,1,0,1
"ENSMUSG00000021699",286,363,69,232,145,115
"ENSMUSG00000021700",147,180,102,73,106,45
"ENSMUSG00000021701",0,0,0,3,1,0
"ENSMUSG00000021702",2,4,11,7,6,0
"ENSMUSG00000021703",188,227,160,143,99,102
"ENSMUSG00000021704",0,0,17,0,0,0
"ENSMUSG00000021706",470,556,106,191,224,165
"ENSMUSG00000021707",994,1207,1273,1043,963,1047
"ENSMUSG00000021708",79,112,56,50,53,48
"ENSMUSG00000021709",31,41,6,36,33,4
"ENSMUSG00000021710",806,901,876,620,590,635
"ENSMUSG00000021711",122,216,51,106,140,44
"ENSMUSG00000021712",266,279,32,285,109,32
"ENSMUSG00000021713",108,133,23,68,107,37
"ENSMUSG00000021714",211,269,121,124,239,90
"ENSMUSG00000021715",45,92,40,68,66,21
"ENSMUSG00000021716",3,35,0,4,4,4
"ENSMUSG00000021718",64,159,13,86,95,12
"ENSMUSG00000021719",24,39,20,31,11,10
"ENSMUSG00000021720",36,95,69,110,96,23
"ENSMUSG00000021721",0,0,0,0,0,0
"ENSMUSG00000021725",567,905,151,540,286,154
"ENSMUSG00000021728",0,0,0,0,0,0
"ENSMUSG00000021730",0,1,0,0,0,0
"ENSMUSG00000021731",0,0,1,0,1,0
"ENSMUSG00000021732",0,0,0,0,0,0
"ENSMUSG00000021733",23,36,10,12,11,5
"ENSMUSG00000021737",3,0,0,0,0,6
"ENSMUSG00000021738",0,0,0,0,0,8
"ENSMUSG00000021743",31,70,3,31,24,10
"ENSMUSG00000021747",301,361,118,152,206,179
"ENSMUSG00000021748",0,0,0,0,0,0
"ENSMUSG00000021749",758,900,995,912,773,723
"ENSMUSG00000021750",0,0,0,0,2,0
"ENSMUSG00000021751",0,0,0,0,0,3
"ENSMUSG00000021752",0,0,0,0,0,0
"ENSMUSG00000021754",129,74,84,80,53,72
"ENSMUSG00000021756",62,77,14,14,62,61
"ENSMUSG00000021758",207,166,106,149,95,110
"ENSMUSG00000021759",126,109,178,102,138,131
"ENSMUSG00000021760",20,8,0,3,0,0
"ENSMUSG00000021763",9,12,0,8,19,26
"ENSMUSG00000021764",163,110,190,237,243,149
"ENSMUSG00000021765",0,1,1,0,5,0
"ENSMUSG00000021767",1450,1751,1613,1756,1517,1794
"ENSMUSG00000021768",84,118,179,128,88,155
"ENSMUSG00000021770",4467,4124,7852,6341,4901,5673
"ENSMUSG00000021771",15,2,8,7,0,0
"ENSMUSG00000021772",7,0,3,0,0,0
"ENSMUSG00000021773",0,0,0,0,0,0
"ENSMUSG00000021774",0,0,0,0,0,0
"ENSMUSG00000021775",0,0,0,0,0,0
"ENSMUSG00000021779",4,7,6,5,7,18
"ENSMUSG00000021782",438,552,69,156,155,131
"ENSMUSG00000021785",1,0,0,1,0,0
"ENSMUSG00000021786",0,0,0,0,0,0
"ENSMUSG00000021789",29,28,17,47,4,19
"ENSMUSG00000021790",13,30,2,29,21,30
"ENSMUSG00000021791",0,0,0,4,0,0
"ENSMUSG00000021792",0,0,0,4,0,6
"ENSMUSG00000021794",2,13,0,9,0,0
"ENSMUSG00000021795",708,797,658,570,532,496
"ENSMUSG00000021796",17,5,22,14,11,30
"ENSMUSG00000021797",46,39,23,43,39,36
"ENSMUSG00000021798",249,300,189,193,119,169
"ENSMUSG00000021799",2354,2866,3067,2924,2645,2392
"ENSMUSG00000021803",0,0,0,0,0,0
"ENSMUSG00000021804",0,0,0,0,0,0
"ENSMUSG00000021806",109,150,109,69,109,93
"ENSMUSG00000021807",912,569,1058,964,693,1180
"ENSMUSG00000021809",502,528,397,341,303,383
"ENSMUSG00000021810",2642,2640,3436,2310,2432,3206
"ENSMUSG00000021811",8,2,5,0,2,0
"ENSMUSG00000021814",1553,1901,1391,1246,1178,1260
"ENSMUSG00000021815",222,184,74,93,87,62
"ENSMUSG00000021816",559,793,485,471,522,519
"ENSMUSG00000021819",1209,1662,807,775,748,693
"ENSMUSG00000021820",790,1401,2520,2787,2556,1457
"ENSMUSG00000021822",1,0,2,2,0,4
"ENSMUSG00000021823",2456,2769,3899,2791,2786,3543
"ENSMUSG00000021824",199,116,44,72,86,57
"ENSMUSG00000021830",374,543,391,426,324,246
"ENSMUSG00000021831",173,215,76,226,134,56
"ENSMUSG00000021832",73,156,44,119,103,77
"ENSMUSG00000021835",0,0,0,0,0,0
"ENSMUSG00000021838",829,826,673,721,639,609
"ENSMUSG00000021840",298,415,457,377,400,285
"ENSMUSG00000021843",9,12,1,3,7,7
"ENSMUSG00000021846",306,431,260,322,282,269
"ENSMUSG00000021848",0,0,3,0,0,0
"ENSMUSG00000021850",2,0,0,0,1,0
"ENSMUSG00000021852",0,0,0,2,5,9
"ENSMUSG00000021866",1953,2261,2700,2356,2068,1927
"ENSMUSG00000021868",634,610,848,643,585,583
"ENSMUSG00000021870",68,42,117,29,52,59
"ENSMUSG00000021871",0,0,0,0,0,0
"ENSMUSG00000021872",3,0,6,0,0,3
"ENSMUSG00000021876",0,0,0,0,0,0
"ENSMUSG00000021877",0,5,4,5,9,0
"ENSMUSG00000021879",2733,3263,2192,2351,2079,1750
"ENSMUSG00000021880",0,0,0,0,0,0
"ENSMUSG00000021884",122,123,71,67,40,40
"ENSMUSG00000021886",70,142,44,51,56,44
"ENSMUSG00000021890",99,99,275,173,171,152
"ENSMUSG00000021891",1319,1641,945,969,1116,983
"ENSMUSG00000021892",750,1050,1228,1035,842,594
"ENSMUSG00000021893",2067,2361,2361,1988,1800,2229
"ENSMUSG00000021895",58,83,92,137,116,91
"ENSMUSG00000021898",538,508,265,275,302,270
"ENSMUSG00000021900",496,462,318,316,246,335
"ENSMUSG00000021901",80,115,80,65,63,66
"ENSMUSG00000021902",32,63,17,73,42,10
"ENSMUSG00000021903",1663,2255,1873,2060,1759,1586
"ENSMUSG00000021904",74,76,88,97,70,33
"ENSMUSG00000021905",163,273,23,87,120,63
"ENSMUSG00000021906",353,498,173,246,257,135
"ENSMUSG00000021907",0,0,0,0,0,0
"ENSMUSG00000021910",20,18,46,21,43,14
"ENSMUSG00000021911",19,19,10,10,14,16
"ENSMUSG00000021913",1423,1536,1463,1342,2158,990
"ENSMUSG00000021916",362,592,135,408,236,151
"ENSMUSG00000021917",118,283,93,225,156,49
"ENSMUSG00000021918",112,130,88,75,51,118
"ENSMUSG00000021919",4065,4010,7096,5279,4275,5702
"ENSMUSG00000021922",2264,2858,728,1299,1250,751
"ENSMUSG00000021928",26,45,17,65,32,28
"ENSMUSG00000021929",1468,2238,1349,1282,1290,1123
"ENSMUSG00000021930",4,0,0,0,0,0
"ENSMUSG00000021932",282,325,304,330,455,162
"ENSMUSG00000021933",433,414,707,511,440,515
"ENSMUSG00000021936",3551,4229,1894,2157,1894,2074
"ENSMUSG00000021938",943,1020,1127,966,792,985
"ENSMUSG00000021939",715,576,323,248,409,789
"ENSMUSG00000021940",142,383,254,374,268,96
"ENSMUSG00000021943",0,0,0,0,0,0
"ENSMUSG00000021944",64,91,39,35,44,96
"ENSMUSG00000021945",0,0,0,0,0,1
"ENSMUSG00000021947",376,429,470,528,402,395
"ENSMUSG00000021948",90,161,31,109,88,32
"ENSMUSG00000021950",0,0,0,0,0,0
"ENSMUSG00000021951",329,273,371,279,305,235
"ENSMUSG00000021952",1844,1924,1514,1690,1420,1304
"ENSMUSG00000021953",16,2,5,2,3,0
"ENSMUSG00000021957",91,105,24,112,41,36
"ENSMUSG00000021958",149,268,63,77,92,66
"ENSMUSG00000021959",520,560,474,577,389,446
"ENSMUSG00000021961",273,522,72,220,142,142
"ENSMUSG00000021962",104,154,3,90,66,8
"ENSMUSG00000021963",0,2,0,0,6,0
"ENSMUSG00000021965",2,3,0,2,2,1
"ENSMUSG00000021966",161,319,61,173,125,134
"ENSMUSG00000021967",0,3,0,0,0,0
"ENSMUSG00000021969",52,34,63,38,53,32
"ENSMUSG00000021972",642,785,765,737,585,525
"ENSMUSG00000021973",0,0,0,0,0,0
"ENSMUSG00000021974",0,0,3,0,0,7
"ENSMUSG00000021975",3,9,0,9,9,11
"ENSMUSG00000021977",38,46,4,11,18,5
"ENSMUSG00000021978",0,15,0,0,2,0
"ENSMUSG00000021981",29,30,0,18,20,8
"ENSMUSG00000021982",22,13,19,3,7,0
"ENSMUSG00000021983",589,585,715,670,518,533
"ENSMUSG00000021986",18,12,0,7,0,0
"ENSMUSG00000021987",20,41,7,5,1,0
"ENSMUSG00000021990",147,272,46,128,92,88
"ENSMUSG00000021991",4,10,3,11,5,12
"ENSMUSG00000021993",118,225,203,136,203,205
"ENSMUSG00000021994",0,6,0,0,0,0
"ENSMUSG00000021996",0,2,0,6,0,0
"ENSMUSG00000021997",529,523,632,354,422,525
"ENSMUSG00000021998",24,10,10,2,9,1
"ENSMUSG00000021999",2,1,1,1,1,0
"ENSMUSG00000022000",2,0,0,0,0,0
"ENSMUSG00000022002",140,168,64,84,77,58
"ENSMUSG00000022003",371,428,179,180,209,198
"ENSMUSG00000022008",0,0,0,0,0,0
"ENSMUSG00000022009",6,8,0,0,3,0
"ENSMUSG00000022010",4,6,0,10,2,0
"ENSMUSG00000022012",778,786,413,387,372,347
"ENSMUSG00000022013",0,1,0,0,0,0
"ENSMUSG00000022014",0,0,0,0,0,0
"ENSMUSG00000022015",360,349,299,363,320,304
"ENSMUSG00000022016",226,393,161,156,211,99
"ENSMUSG00000022018",399,472,120,134,211,164
"ENSMUSG00000022019",0,0,0,0,0,0
"ENSMUSG00000022020",6383,6196,6815,5573,5589,6388
"ENSMUSG00000022021",134,189,67,64,67,42
"ENSMUSG00000022022",77,14,19,9,15,78
"ENSMUSG00000022023",1,0,0,8,2,0
"ENSMUSG00000022024",0,1,0,1,0,0
"ENSMUSG00000022025",0,0,0,0,0,0
"ENSMUSG00000022026",0,1,0,0,0,0
"ENSMUSG00000022031",151,186,161,129,82,161
"ENSMUSG00000022032",1408,4389,999,5721,4916,1441
"ENSMUSG00000022033",0,4,0,0,0,0
"ENSMUSG00000022034",15,6,1,3,5,0
"ENSMUSG00000022035",52,74,44,69,64,96
"ENSMUSG00000022037",1480,1399,946,784,816,932
"ENSMUSG00000022039",1550,1788,1047,1154,1166,1170
"ENSMUSG00000022040",60,63,24,74,61,12
"ENSMUSG00000022041",0,0,0,0,0,0
"ENSMUSG00000022043",0,0,0,3,3,0
"ENSMUSG00000022044",1,0,0,0,0,0
"ENSMUSG00000022048",1334,1475,372,906,734,493
"ENSMUSG00000022051",10,11,0,11,32,0
"ENSMUSG00000022052",238,463,98,544,304,138
"ENSMUSG00000022053",17,13,6,16,9,0
"ENSMUSG00000022054",1,0,0,1,0,0
"ENSMUSG00000022055",1,0,0,0,0,0
"ENSMUSG00000022056",12,12,8,2,0,1
"ENSMUSG00000022057",0,0,0,0,0,0
"ENSMUSG00000022061",30,103,27,51,23,17
"ENSMUSG00000022064",5,4,0,0,0,0
"ENSMUSG00000022066",227,189,129,151,184,204
"ENSMUSG00000022070",818,1032,1194,1072,963,1102
"ENSMUSG00000022074",119,111,38,62,42,86
"ENSMUSG00000022075",213,329,89,237,215,167
"ENSMUSG00000022076",0,0,0,0,0,0
"ENSMUSG00000022085",157,249,72,196,188,111
"ENSMUSG00000022089",14,44,10,40,22,18
"ENSMUSG00000022090",18,21,23,60,20,16
"ENSMUSG00000022091",215,293,467,372,353,282
"ENSMUSG00000022092",305,627,790,709,747,775
"ENSMUSG00000022094",1071,1194,1528,1168,1272,1218
"ENSMUSG00000022095",5,7,9,5,5,7
"ENSMUSG00000022096",15,35,12,20,38,1
"ENSMUSG00000022097",176,226,80,91,92,35
"ENSMUSG00000022098",406,713,135,360,235,134
"ENSMUSG00000022099",15,16,3,0,8,0
"ENSMUSG00000022100",237,220,133,77,207,108
"ENSMUSG00000022101",0,0,0,0,0,0
"ENSMUSG00000022102",0,0,0,0,0,0
"ENSMUSG00000022103",0,0,0,0,0,0
"ENSMUSG00000022105",388,313,500,300,356,382
"ENSMUSG00000022106",824,803,253,385,395,299
"ENSMUSG00000022108",34,80,10,30,23,6
"ENSMUSG00000022109",0,0,0,0,0,0
"ENSMUSG00000022110",0,1,0,0,0,0
"ENSMUSG00000022111",126,206,189,243,265,274
"ENSMUSG00000022112",0,0,0,0,0,0
"ENSMUSG00000022113",0,8,0,1,0,0
"ENSMUSG00000022114",0,0,0,0,0,0
"ENSMUSG00000022119",0,8,7,11,4,4
"ENSMUSG00000022120",101,68,123,75,51,95
"ENSMUSG00000022122",0,0,0,0,0,0
"ENSMUSG00000022123",29,74,86,107,88,33
"ENSMUSG00000022124",274,298,59,107,96,76
"ENSMUSG00000022125",724,697,405,518,403,394
"ENSMUSG00000022126",480,620,139,189,172,84
"ENSMUSG00000022129",0,0,0,0,2,0
"ENSMUSG00000022130",0,0,0,0,0,0
"ENSMUSG00000022131",0,0,0,0,0,0
"ENSMUSG00000022132",14,53,33,37,76,29
"ENSMUSG00000022136",30,0,0,26,1,8
"ENSMUSG00000022139",2,2,5,0,0,4
"ENSMUSG00000022141",3477,4100,2692,2963,2371,2494
"ENSMUSG00000022142",1338,1480,1297,1383,1150,1135
"ENSMUSG00000022144",1,0,0,0,7,0
"ENSMUSG00000022146",747,1467,481,721,972,499
"ENSMUSG00000022148",1258,1322,649,709,629,657
"ENSMUSG00000022149",45,28,9,15,11,8
"ENSMUSG00000022150",875,1807,2465,2969,2068,1484
"ENSMUSG00000022151",215,277,116,139,159,162
"ENSMUSG00000022155",7,3,0,6,3,1
"ENSMUSG00000022156",0,0,0,0,0,0
"ENSMUSG00000022157",0,0,0,0,0,0
"ENSMUSG00000022159",0,0,0,0,0,0
"ENSMUSG00000022160",0,0,8,0,2,0
"ENSMUSG00000022174",83,59,72,44,63,78
"ENSMUSG00000022175",126,231,87,99,98,81
"ENSMUSG00000022176",14,10,18,1,5,0
"ENSMUSG00000022177",436,420,573,524,411,479
"ENSMUSG00000022178",0,0,0,0,3,0
"ENSMUSG00000022179",2,0,0,0,0,0
"ENSMUSG00000022180",96,121,53,39,44,48
"ENSMUSG00000022181",14,18,16,22,25,27
"ENSMUSG00000022184",45,63,41,28,49,28
"ENSMUSG00000022185",681,840,856,933,805,934
"ENSMUSG00000022186",165,230,73,159,152,57
"ENSMUSG00000022191",2551,2722,4535,3290,2796,3443
"ENSMUSG00000022193",10,15,21,10,18,26
"ENSMUSG00000022194",0,0,0,0,0,0
"ENSMUSG00000022195",1209,1289,1495,1208,1148,1151
"ENSMUSG00000022197",1811,2125,3630,3176,2808,3713
"ENSMUSG00000022199",15,0,0,2,0,0
"ENSMUSG00000022200",5377,5306,10067,7787,7099,9217
"ENSMUSG00000022201",6163,6307,7456,6273,5966,6964
"ENSMUSG00000022203",0,0,0,0,0,0
"ENSMUSG00000022204",0,1,0,0,0,0
"ENSMUSG00000022205",4928,4342,6274,4529,4692,5960
"ENSMUSG00000022206",93,29,192,142,59,165
"ENSMUSG00000022208",0,1,5,0,7,1
"ENSMUSG00000022209",31,11,38,19,26,15
"ENSMUSG00000022210",262,213,262,251,136,260
"ENSMUSG00000022211",1297,1137,1976,1437,1262,1656
"ENSMUSG00000022212",1061,1062,1415,1212,1034,1066
"ENSMUSG00000022214",12,7,12,12,6,3
"ENSMUSG00000022215",0,0,4,0,0,0
"ENSMUSG00000022216",0,5,5,7,0,4
"ENSMUSG00000022217",0,3,0,7,13,0
"ENSMUSG00000022218",0,18,2,58,55,1
"ENSMUSG00000022219",0,0,0,0,0,0
"ENSMUSG00000022220",42,35,75,55,61,51
"ENSMUSG00000022221",0,0,0,0,0,0
"ENSMUSG00000022223",0,0,0,0,0,0
"ENSMUSG00000022225",0,0,0,0,0,0
"ENSMUSG00000022226",0,0,0,0,0,0
"ENSMUSG00000022227",0,2,3,0,1,0
"ENSMUSG00000022228",1,1,1,4,0,0
"ENSMUSG00000022229",545,610,422,388,375,422
"ENSMUSG00000022231",1447,1770,2103,2464,2330,3234
"ENSMUSG00000022234",6976,6262,11299,8367,7582,9005
"ENSMUSG00000022235",135,103,85,94,154,65
"ENSMUSG00000022236",20,17,40,24,17,9
"ENSMUSG00000022237",1752,2022,2905,1789,2133,2326
"ENSMUSG00000022240",100,149,293,213,172,96
"ENSMUSG00000022241",2150,1860,3003,2508,2278,2625
"ENSMUSG00000022243",0,0,1,0,0,0
"ENSMUSG00000022244",88,79,220,124,132,75
"ENSMUSG00000022245",0,2,0,3,5,0
"ENSMUSG00000022246",2992,4658,6922,6819,5109,4393
"ENSMUSG00000022247",1038,1048,1357,1120,1077,1127
"ENSMUSG00000022248",446,455,519,407,344,368
"ENSMUSG00000022249",27,15,54,58,40,47
"ENSMUSG00000022253",1812,1756,2491,1780,1598,2440
"ENSMUSG00000022255",9446,8525,12413,10613,8438,11070
"ENSMUSG00000022257",244,231,420,355,381,408
"ENSMUSG00000022261",1408,2757,3932,3506,4187,5159
"ENSMUSG00000022262",1,1,2,10,4,7
"ENSMUSG00000022263",5961,8242,9863,8711,7418,7248
"ENSMUSG00000022265",2337,3801,4584,5640,3909,4226
"ENSMUSG00000022269",0,12,0,6,1,0
"ENSMUSG00000022270",2426,2507,3632,2443,2938,3281
"ENSMUSG00000022272",6645,9071,14390,13013,10591,9280
"ENSMUSG00000022280",3211,3366,4869,3916,3762,4767
"ENSMUSG00000022283",65157,60466,125809,90281,71151,95167
"ENSMUSG00000022285",25055,24396,44794,34100,30452,39764
"ENSMUSG00000022286",1,8,12,11,7,2
"ENSMUSG00000022292",1368,1488,1431,1119,1198,1461
"ENSMUSG00000022295",2837,3047,5092,4990,3466,3661
"ENSMUSG00000022296",0,0,0,0,0,0
"ENSMUSG00000022297",0,6,0,0,1,0
"ENSMUSG00000022299",0,0,0,0,0,0
"ENSMUSG00000022300",80,33,39,32,52,80
"ENSMUSG00000022303",0,0,0,0,0,0
"ENSMUSG00000022304",0,1,0,0,0,0
"ENSMUSG00000022305",23,27,39,54,14,43
"ENSMUSG00000022306",64,67,31,64,21,34
"ENSMUSG00000022307",81,214,68,86,108,67
"ENSMUSG00000022309",1,6,2,4,1,2
"ENSMUSG00000022311",1,2,0,0,1,2
"ENSMUSG00000022312",0,0,8,0,0,0
"ENSMUSG00000022313",6,0,0,2,0,0
"ENSMUSG00000022314",609,727,169,321,262,209
"ENSMUSG00000022315",0,1,0,0,0,0
"ENSMUSG00000022321",4,9,9,6,0,0
"ENSMUSG00000022322",0,0,0,0,1,0
"ENSMUSG00000022323",194,134,248,231,221,323
"ENSMUSG00000022324",494,817,816,1054,1445,698
"ENSMUSG00000022325",449,532,527,459,402,364
"ENSMUSG00000022329",1172,1304,1883,1534,1380,1559
"ENSMUSG00000022330",157,523,139,179,474,87
"ENSMUSG00000022332",16,31,0,19,30,14
"ENSMUSG00000022335",125,146,109,144,70,96
"ENSMUSG00000022336",129,259,18,48,42,29
"ENSMUSG00000022337",0,0,0,4,0,0
"ENSMUSG00000022338",0,0,0,1,0,0
"ENSMUSG00000022339",121,51,50,16,31,47
"ENSMUSG00000022340",283,205,238,84,126,118
"ENSMUSG00000022342",1,0,0,1,1,0
"ENSMUSG00000022346",0,0,0,0,0,0
"ENSMUSG00000022347",8,1,1,1,4,0
"ENSMUSG00000022350",0,3,0,4,5,3
"ENSMUSG00000022351",3,4,0,0,2,0
"ENSMUSG00000022353",1773,2345,1706,1808,1514,1181
"ENSMUSG00000022354",226,315,69,227,189,101
"ENSMUSG00000022357",93,159,308,315,154,179
"ENSMUSG00000022358",666,730,741,671,604,660
"ENSMUSG00000022359",55,28,18,31,15,23
"ENSMUSG00000022360",643,837,538,404,445,397
"ENSMUSG00000022361",264,328,212,207,185,202
"ENSMUSG00000022362",130,101,77,50,87,35
"ENSMUSG00000022364",1179,1262,1230,1519,1347,1469
"ENSMUSG00000022365",621,712,229,790,487,507
"ENSMUSG00000022366",0,0,0,0,0,0
"ENSMUSG00000022367",0,6,0,0,0,0
"ENSMUSG00000022369",285,882,425,716,755,222
"ENSMUSG00000022370",252,600,299,491,530,170
"ENSMUSG00000022371",526,1285,609,939,1058,330
"ENSMUSG00000022372",10,40,22,52,13,32
"ENSMUSG00000022375",22,14,0,2,1,4
"ENSMUSG00000022376",4,5,2,3,0,3
"ENSMUSG00000022377",4463,6605,1044,2198,1522,964
"ENSMUSG00000022378",21,15,20,22,5,10
"ENSMUSG00000022382",423,565,179,232,179,179
"ENSMUSG00000022383",507,592,141,319,240,220
"ENSMUSG00000022385",6,5,0,9,6,1
"ENSMUSG00000022386",2,9,0,0,0,5
"ENSMUSG00000022387",1,0,0,0,1,0
"ENSMUSG00000022388",343,314,429,297,348,441
"ENSMUSG00000022389",1483,1287,1672,1294,1300,1426
"ENSMUSG00000022390",549,562,465,415,375,415
"ENSMUSG00000022391",979,1187,769,593,623,666
"ENSMUSG00000022394",8,4,6,4,5,0
"ENSMUSG00000022400",235,261,91,196,133,75
"ENSMUSG00000022401",675,684,575,563,555,546
"ENSMUSG00000022403",3,13,4,5,5,0
"ENSMUSG00000022404",0,0,0,0,0,0
"ENSMUSG00000022407",817,1064,200,513,377,272
"ENSMUSG00000022408",316,206,43,84,104,119
"ENSMUSG00000022412",568,611,321,265,333,207
"ENSMUSG00000022414",19,33,9,8,2,0
"ENSMUSG00000022415",986,1207,1874,2041,1250,1082
"ENSMUSG00000022416",7817,7057,16276,12178,10389,12647
"ENSMUSG00000022419",352,548,251,298,214,185
"ENSMUSG00000022420",22,62,20,10,17,22
"ENSMUSG00000022421",2214,1944,3102,2724,2193,2915
"ENSMUSG00000022422",0,35,1,25,34,18
"ENSMUSG00000022425",147,246,284,435,406,270
"ENSMUSG00000022426",8,22,18,9,23,0
"ENSMUSG00000022427",0,2,8,0,0,0
"ENSMUSG00000022428",117,190,140,70,87,79
"ENSMUSG00000022429",8,35,13,19,2,13
"ENSMUSG00000022431",0,0,0,0,0,0
"ENSMUSG00000022432",2547,2592,4170,3493,2765,3001
"ENSMUSG00000022433",462,545,285,210,312,212
"ENSMUSG00000022434",2951,2861,4982,3719,3095,3517
"ENSMUSG00000022435",4,3,0,2,1,0
"ENSMUSG00000022436",44,42,16,34,23,13
"ENSMUSG00000022437",19,7,15,19,10,1
"ENSMUSG00000022438",719,677,977,760,636,693
"ENSMUSG00000022439",280,363,405,317,290,326
"ENSMUSG00000022440",245,364,436,369,304,340
"ENSMUSG00000022441",0,0,0,0,0,0
"ENSMUSG00000022442",1288,1491,1706,1366,1274,1212
"ENSMUSG00000022443",33,23,5,24,28,24
"ENSMUSG00000022445",1,1,0,0,0,0
"ENSMUSG00000022449",0,2,3,5,0,0
"ENSMUSG00000022450",116,199,196,146,110,169
"ENSMUSG00000022451",0,1,0,0,0,0
"ENSMUSG00000022452",32,25,16,40,14,51
"ENSMUSG00000022453",173,126,58,82,94,118
"ENSMUSG00000022454",0,0,0,0,0,0
"ENSMUSG00000022455",255,300,159,125,180,62
"ENSMUSG00000022456",2837,3257,4318,3386,3168,3777
"ENSMUSG00000022462",1995,2135,2523,2695,2072,1564
"ENSMUSG00000022463",32,26,11,22,24,36
"ENSMUSG00000022464",2,2,15,5,8,1
"ENSMUSG00000022466",0,1,10,0,0,4
"ENSMUSG00000022468",0,0,0,0,0,0
"ENSMUSG00000022469",12,0,0,0,0,0
"ENSMUSG00000022471",3269,3329,5465,4660,3651,4054
"ENSMUSG00000022472",1161,1359,1868,1721,1296,1555
"ENSMUSG00000022474",26,15,16,34,26,34
"ENSMUSG00000022475",333,309,313,325,291,273
"ENSMUSG00000022476",313,383,523,584,475,500
"ENSMUSG00000022477",1020,1148,1629,1327,1241,1459
"ENSMUSG00000022479",1013,705,722,477,568,727
"ENSMUSG00000022483",502,447,431,439,479,640
"ENSMUSG00000022484",0,0,0,0,0,0
"ENSMUSG00000022485",4,4,7,0,5,0
"ENSMUSG00000022487",213,264,230,250,233,190
"ENSMUSG00000022488",103,157,129,177,138,58
"ENSMUSG00000022489",0,3,0,0,2,7
"ENSMUSG00000022490",4,5,16,17,7,11
"ENSMUSG00000022491",2374,2185,2840,2624,1940,2156
"ENSMUSG00000022494",36,62,19,22,10,41
"ENSMUSG00000022496",262,341,124,126,150,120
"ENSMUSG00000022498",307,355,266,322,334,235
"ENSMUSG00000022500",307,376,424,439,462,407
"ENSMUSG00000022501",7,14,0,0,8,8
"ENSMUSG00000022503",3,9,5,4,2,7
"ENSMUSG00000022504",11,40,20,9,18,41
"ENSMUSG00000022505",0,0,0,0,0,0
"ENSMUSG00000022507",591,691,645,446,473,379
"ENSMUSG00000022508",0,0,6,0,0,0
"ENSMUSG00000022510",5,0,0,2,0,1
"ENSMUSG00000022512",0,0,0,0,0,0
"ENSMUSG00000022514",0,0,0,0,0,0
"ENSMUSG00000022515",3078,3131,3697,3555,2922,3259
"ENSMUSG00000022516",126,146,51,74,43,65
"ENSMUSG00000022517",710,927,215,357,304,224
"ENSMUSG00000022518",1349,1686,1078,870,888,984
"ENSMUSG00000022519",303,521,243,316,275,286
"ENSMUSG00000022521",4848,4965,5880,4553,4355,5123
"ENSMUSG00000022523",0,0,0,2,0,0
"ENSMUSG00000022525",0,0,0,0,0,0
"ENSMUSG00000022526",718,829,768,572,508,565
"ENSMUSG00000022528",0,0,0,0,0,0
"ENSMUSG00000022529",0,0,0,0,0,0
"ENSMUSG00000022533",21,19,20,19,17,8
"ENSMUSG00000022534",0,0,0,0,0,0
"ENSMUSG00000022536",390,370,323,377,272,239
"ENSMUSG00000022537",2827,3453,3085,3174,2619,2240
"ENSMUSG00000022538",1248,1698,1023,1057,882,777
"ENSMUSG00000022540",0,1,0,0,2,0
"ENSMUSG00000022542",4,0,1,0,3,0
"ENSMUSG00000022544",1119,1343,792,1057,874,690
"ENSMUSG00000022545",0,0,0,0,0,0
"ENSMUSG00000022546",43,53,5,14,12,6
"ENSMUSG00000022548",728,803,946,826,710,725
"ENSMUSG00000022550",398,468,344,317,306,341
"ENSMUSG00000022551",150,224,227,266,147,129
"ENSMUSG00000022552",632,638,638,508,391,433
"ENSMUSG00000022553",133,152,46,74,68,32
"ENSMUSG00000022554",213,187,97,57,83,38
"ENSMUSG00000022555",41,137,80,41,49,19
"ENSMUSG00000022556",266,223,179,122,125,89
"ENSMUSG00000022557",208,187,160,99,151,163
"ENSMUSG00000022558",1124,1010,1230,1144,988,1103
"ENSMUSG00000022559",161,283,82,155,126,86
"ENSMUSG00000022560",713,792,619,664,497,505
"ENSMUSG00000022561",347,544,157,430,288,165
"ENSMUSG00000022562",7114,9642,12410,11434,9954,7890
"ENSMUSG00000022564",0,0,3,0,0,0
"ENSMUSG00000022565",6212,5982,8286,6658,6237,7655
"ENSMUSG00000022568",164,165,204,141,129,151
"ENSMUSG00000022570",115,161,58,66,43,55
"ENSMUSG00000022571",111,90,9,38,26,32
"ENSMUSG00000022574",160,227,30,146,107,54
"ENSMUSG00000022575",9,8,0,6,22,12
"ENSMUSG00000022577",17,11,19,17,5,22
"ENSMUSG00000022579",0,0,0,0,0,0
"ENSMUSG00000022580",0,0,0,0,0,0
"ENSMUSG00000022582",15,27,7,5,2,0
